order_id,customer_id,order_date,category,product_name,quantity,unit_price,discount_pct,payment_method,order_status
O00118,C0242,2023-09-27,fashion ,Product 44,3,1893.03,0.15,Card,Completed
O00119,C0206,2024-01-17,ELECTRONICS,Product 58,4,981.46,0.05,COD,Returned
O00120,C0121,2025-01-08,fashion ,Product 56,2,4295.91,0.05,UPI,Returned
O00121,C0256,2023-01-10, electronics ,Product 115,2,4262.01,0.1,Card,Cancelled
O00122,C0051,2024-08-04,Home,Product 21,3,394.18,0.1,Card,Returned
O00123,C0185,2023-12-09,fashion ,Product 72,1,4666.04,0.1,Card,Completed
O00124,C0311,2025-06-07, electronics ,Product 74,4,2921.88,0.05,Card,Cancelled
O00125,C0229,2024-05-14,Electronics,Product 49,3,3106.95,0.15,COD,Completed
O00126,C0314,2023-12-12,fashion ,Product 52,2,4259.61,0.0,UPI,Completed
O00127,C0364,2023-11-21,ELECTRONICS,Product 78,3,3258.76,0.1,Card,Cancelled
O00128,C0095,2024-04-06,Electronics,Product 17,5,3666.08,0.1,COD,Returned
O00129,C0033,2024-02-11,Fashion,Product 71,1,363.74,0.15,COD,Completed
O00130,C0477,2023-06-09,Fashion,Product 40,1,1223.84,0.1,Card,Returned
O00131,C0018,2025-05-08,Home,Product 46,2,4315.81,0.1,Card,Cancelled
O00132,C0497,2024-07-15,Home,Product 70,5,967.48,0.15,COD,Returned
O00133,C0159,2024-10-17,ELECTRONICS,Product 62,5,2744.37,0.0,Card,Cancelled
O00134,C0001,2023-06-09,fashion ,Product 105,3,3815.64,0.05,Card,Cancelled
O00135,C0485,2024-12-05,Fashion,Product 39,4,144.75,0.15,Card,Returned
O00136,C0211,2024-07-15,fashion ,Product 56,2,2034.29,0.05,COD,Returned
O00137,C0217,2023-08-14,Home,Product 31,4,2631.39,0.1,Card,Returned
O00138,C0036,2024-02-27, electronics ,Product 18,5,1519.02,0.15,COD,Cancelled
O00139,C0010,2024-05-18, electronics ,Product 7,3,4851.61,0.0,UPI,Completed
O00140,C0005,2025-01-02, electronics ,Product 12,3,838.35,0.15,UPI,Cancelled
O00141,C0191,2025-03-29,Fashion,Product 90,4,3977.98,0.1,UPI,Completed
O00142,C0241,2024-02-06, electronics ,Product 25,1,4488.92,0.1,Card,Completed
O00143,C0395,2025-01-01,Fashion,Product 32,1,3714.33,0.0,UPI,Cancelled
O00144,C0349,2023-08-02,ELECTRONICS,Product 120,1,1683.01,0.0,COD,Returned
O00145,C0102,2024-05-07,ELECTRONICS,Product 114,5,355.23,0.05,UPI,Completed
O00146,C0300,2023-06-21,Electronics,Product 51,4,3966.8,0.0,UPI,Returned
O00147,C0046,2023-06-08, electronics ,Product 21,4,2549.6,0.1,COD,Completed
O00148,C0406,2023-06-07,Electronics,Product 17,1,2490.43,0.1,COD,Returned
O00149,C0011,2024-03-25,Home,Product 49,3,1855.02,0.05,Card,Completed
O00150,C0357,2024-07-26,Fashion,Product 25,4,2876.84,0.1,Card,Returned
O00151,C0441,2025-05-01,fashion ,Product 21,4,437.5,0.05,Card,Cancelled
O00152,C0327,2027-01-01,fashion ,Product 49,3,3694.92,0.0,COD,Cancelled
O00153,C0496,2025-01-08,fashion ,Product 105,5,1998.71,0.15,COD,Completed
O00154,C0057,2024-02-24,Electronics,Product 67,5,3328.57,0.0,UPI,Completed
O00155,C0017,2024-05-12,fashion ,Product 83,1,4197.87,0.15,COD,Returned
O00156,C0368,2024-01-11,Electronics,Product 2,5,4658.03,0.05,COD,Cancelled
O00157,C0286,2024-10-16,Home,Product 114,1,2138.17,0.1,COD,Completed
O00158,C0428,2023-02-11,ELECTRONICS,Product 10,5,4728.56,0.0,UPI,Returned
O00159,C0337,2023-07-14, electronics ,Product 73,2,3164.09,0.05,COD,Returned
O00160,C0296,2023-04-19,ELECTRONICS,Product 87,5,2347.73,0.15,UPI,Completed
O00161,C0081,2024-05-31,fashion ,Product 77,2,2270.76,0.1,Card,Returned
O00162,C0221,2024-02-27,Home,Product 42,3,3081.23,0.05,Card,Returned
O00163,C0204,2024-04-08,Electronics,Product 93,3,269.85,0.1,COD,Completed
O00164,C0114,2027-01-01, electronics ,Product 110,5,1643.03,0.1,COD,Returned
O00165,C0020,2024-08-08,Fashion,Product 46,5,864.92,0.1,Card,Returned
O00166,C0293,2025-04-10,Fashion,Product 73,2,4597.62,0.0,COD,Cancelled
O00167,C0360,2025-04-25,fashion ,Product 105,4,4547.51,0.1,UPI,Returned
O00168,C0395,2025-03-09,ELECTRONICS,Product 45,5,4410.98,0.15,Card,Completed
O00169,C0006,2025-05-19,Home,Product 100,2,3197.75,0.0,Card,Returned
O00170,C0258,2024-08-01,Home,Product 29,1,850.67,0.15,Card,Returned
O00171,C0403,2023-08-16,Fashion,Product 19,5,747.73,0.0,Card,Returned
O00172,C0257,2023-09-26,,Product 100,1,3519.57,0.05,Card,Returned
O00173,C0288,2024-10-29,fashion ,Product 95,2,2668.81,0.05,UPI,Cancelled
O00174,C0344,2024-08-12,Fashion,Product 55,4,1889.81,0.05,Card,Cancelled
O00175,C0180,2025-02-27,fashion ,Product 106,5,4951.78,0.15,COD,Completed
O00176,C0351,2025-04-17,ELECTRONICS,Product 20,4,3812.9,0.0,UPI,Returned
O00177,C0445,2024-09-27,ELECTRONICS,Product 2,1,1782.03,0.0,Card,Cancelled
O00178,C0109,2023-08-03, electronics ,Product 70,4,2664.0,0.1,COD,Cancelled
O00179,C0343,2023-05-25,Electronics,Product 49,5,2956.72,0.0,Card,Completed
O00180,C0139,2025-03-19,Electronics,Product 60,1,3308.31,0.0,UPI,Cancelled
O00181,C0056,2024-11-06,Electronics,Product 38,3,4350.31,0.15,UPI,Cancelled
O00182,C0249,2023-04-12,fashion ,Product 69,5,531.3,0.05,COD,Cancelled
O00183,C0473,2023-01-23,fashion ,Product 40,5,1734.49,0.15,COD,Completed
O00184,C0155,2023-12-27, electronics ,Product 65,1,1451.8,0.0,COD,Cancelled
O00185,C0484,2025-04-14,fashion ,Product 36,4,1205.36,0.1,Card,Returned
O00186,C0348,2024-01-27,fashion ,Product 112,2,3165.07,0.05,Card,Completed
O00187,C0169,2023-11-16,Fashion,Product 70,5,745.68,0.05,COD,Returned
O00188,C0461,2023-11-13,fashion ,Product 117,2,762.74,0.05,COD,Returned
O00189,C0369,2024-07-24,Electronics,Product 24,2,1656.23,0.05,COD,Completed
O00190,C0156,2024-02-28,Fashion,Product 96,3,4675.47,0.1,UPI,Completed
O00191,C0314,2023-01-27,fashion ,Product 35,1,3067.46,0.05,COD,Completed
O00192,C0400,2024-01-03,Fashion,Product 18,2,2561.39,0.15,COD,Returned
O00193,C0071,2024-02-01, electronics ,Product 25,3,1208.74,0.15,UPI,Cancelled
O00194,C0388,2024-11-18, electronics ,Product 9,4,967.68,0.15,COD,Cancelled
O00195,C0398,2023-09-10,Electronics,Product 78,3,3703.13,0.15,COD,Cancelled
O00196,C0275,2025-01-30,fashion ,Product 83,4,4391.34,0.0,COD,Completed
O00197,C0126,2025-06-17,fashion ,Product 69,4,2038.49,0.0,COD,Cancelled
O00198,C0226,2023-02-20,Fashion,Product 114,5,1592.32,0.1,Card,Completed
O00199,C0463,2023-02-25, electronics ,Product 60,4,4166.48,0.15,UPI,Returned
O00200,C0458,2025-03-08,Home,Product 70,5,763.0,0.15,Card,Cancelled
O00201,C0459,2024-08-27, electronics ,Product 113,1,2327.95,0.1,Card,Returned
O00202,C0362,2023-05-07,Fashion,Product 82,2,1878.42,0.15,COD,Returned
O00203,C0023,2024-01-23, electronics ,Product 117,5,1742.45,0.05,UPI,Completed
O00204,C0159,2023-02-22,Home,Product 99,2,4808.73,0.1,COD,Completed
O00205,C0392,2027-01-01,ELECTRONICS,Product 2,1,2347.35,0.15,COD,Completed
O00206,C0338,2023-09-01,Fashion,Product 59,5,2109.74,0.0,COD,Returned
O00207,C0322,2024-07-14,fashion ,Product 105,1,4143.74,0.0,UPI,Completed
O00208,C0017,2023-02-07,Home,Product 74,1,4206.27,0.1,Card,Completed
O00209,C0146,2023-07-02,fashion ,Product 85,1,3488.42,0.05,Card,Returned
O00210,C0154,2023-02-06,ELECTRONICS,Product 48,5,4497.9,0.0,Card,Returned
O00211,C0441,2023-05-18,ELECTRONICS,Product 43,1,2682.56,0.05,COD,Completed
O00212,C0323,2024-08-08,fashion ,Product 12,5,2469.95,0.1,Card,Returned
O00213,C0182,2024-08-11, electronics ,Product 79,3,2856.91,0.15,Card,Completed
O00214,C0001,2023-10-25,Electronics,Product 4,5,2377.94,0.0,COD,Completed
O00215,C0180,2024-02-28,fashion ,Product 104,5,3223.77,0.0,COD,Completed
O00216,C0260,2023-03-11,fashion ,Product 42,3,3858.46,0.0,COD,Cancelled
O00217,C0015,2024-08-05, electronics ,Product 25,3,1719.52,0.1,COD,Cancelled
O00218,C0080,2024-10-23,Home,Product 59,4,4471.09,0.1,Card,Cancelled
O00219,C0348,2023-11-03,ELECTRONICS,Product 72,1,2725.84,0.05,COD,Returned
O00220,C0497,2025-03-25, electronics ,Product 36,3,4219.62,0.1,Card,Returned
O00221,C0096,2024-08-07,fashion ,Product 15,5,4336.51,0.1,COD,Cancelled
O00222,C0122,2023-03-30,ELECTRONICS,Product 58,1,4164.34,0.1,UPI,Returned
O00223,C0399,2024-01-19, electronics ,Product 117,3,553.76,0.0,Card,Returned
O00224,C0269,2024-05-10,ELECTRONICS,Product 100,2,1703.96,0.0,COD,Returned
O00225,C0366,2023-02-07,fashion ,Product 15,2,120.14,0.0,COD,Returned
O00226,C0393,2023-02-17,Home,Product 96,1,1631.16,0.1,COD,Completed
O00227,C0164,2023-10-21,Fashion,Product 86,3,676.49,0.05,UPI,Cancelled
O00228,C0053,2024-09-29, electronics ,Product 70,-1,1816.56,0.1,Card,Completed
O00229,C0314,2023-06-25,ELECTRONICS,Product 70,3,2273.87,0.05,UPI,Cancelled
O00230,C0201,2023-02-25, electronics ,Product 91,1,3020.99,0.15,COD,Cancelled
O00231,C0344,2023-07-22,fashion ,Product 11,3,4871.04,0.15,COD,Completed
O00232,C0234,2024-12-16,ELECTRONICS,Product 88,1,3257.65,0.15,Card,Completed
O00233,C0187,2024-09-23,Fashion,Product 24,2,3528.11,0.1,Card,Cancelled
O00234,C0246,2024-05-01,Fashion,Product 109,4,936.93,0.1,COD,Returned
O00235,C0408,2024-02-20,Electronics,Product 42,2,2825.13,0.0,Card,Returned
O00236,C0125,2024-02-28,fashion ,Product 21,4,4872.07,0.15,UPI,Cancelled
O00237,C0223,2024-08-28,fashion ,Product 101,2,1776.78,0.05,UPI,Returned
O00238,C0250,2024-12-29,Electronics,Product 76,1,3020.77,0.1,COD,Completed
O00239,C0056,2024-02-20,Home,Product 105,4,3022.39,0.15,Card,Cancelled
O00240,C0298,2025-04-16,Home,Product 104,1,100.9,0.05,COD,Completed
O00241,C0229,2024-02-04, electronics ,Product 27,4,3439.43,0.1,Card,Returned
O00242,C0469,2024-03-21,ELECTRONICS,Product 12,3,2955.36,0.15,UPI,Cancelled
O00243,C0001,2024-07-16,Home,Product 72,1,4121.69,0.1,UPI,Cancelled
O00244,C0321,2024-12-20,ELECTRONICS,Product 92,1,1975.67,0.15,Card,Returned
O00245,C0285,2024-05-01,Fashion,Product 108,2,4629.96,0.15,UPI,Cancelled
O00246,C0074,2023-03-15,Home,Product 114,2,2484.84,0.15,UPI,Completed
O00247,C0458,2024-03-01,Home,Product 78,2,4658.52,0.05,Card,Returned
O00248,C0116,2024-04-05, electronics ,Product 55,4,3062.41,0.15,COD,Completed
O00249,C0018,2024-07-13,Electronics,Product 73,5,2468.01,0.1,UPI,Returned
O00250,C0375,2023-03-23,fashion ,Product 110,4,4919.98,0.1,Card,Returned
O00251,C0242,2024-09-16,Home,Product 95,1,3352.31,0.0,COD,Returned
O00252,C0463,2023-11-16,ELECTRONICS,Product 69,5,3914.78,0.15,Card,Returned
O00253,C0492,2023-12-06,ELECTRONICS,Product 38,4,920.79,0.1,COD,Returned
O00254,C0294,2024-04-29,Electronics,Product 85,3,4952.79,0.0,Card,Cancelled
O00255,C0143,2023-03-20,ELECTRONICS,Product 17,1,3117.41,0.1,Card,Completed
O00256,C0338,2024-08-28,Fashion,Product 48,1,4058.42,0.1,COD,Completed
O00257,C0176,2024-06-24,Electronics,Product 19,4,3018.17,0.05,Card,Cancelled
O00258,C0086,2024-03-26, electronics ,Product 74,4,3698.37,0.1,UPI,Returned
O00259,C0238,2023-04-29,Fashion,Product 61,3,1576.7,0.05,Card,Returned
O00260,C0223,2023-05-29,Electronics,Product 37,4,4643.39,0.15,Card,Returned
O00261,C0050,2024-11-30,fashion ,Product 82,3,1833.76,0.15,COD,Returned
O00262,C0131,2023-10-01,Home,Product 75,3,2016.65,0.05,COD,Returned
O00263,C0354,2024-06-16, electronics ,Product 41,5,2783.3,0.0,UPI,Completed
O00264,C0180,2023-04-17, electronics ,Product 93,4,1488.16,0.05,UPI,Completed
O00265,C0428,2024-08-31, electronics ,Product 77,5,3226.61,0.0,UPI,Returned
O00266,C0290,2025-02-21, electronics ,Product 115,2,643.14,0.05,Card,Cancelled
O00267,C0473,2023-03-19,ELECTRONICS,Product 99,4,2192.22,0.1,Card,Completed
O00268,C0171,2023-03-05,Electronics,Product 34,1,4782.47,0.1,UPI,Cancelled
O00269,C0092,2023-07-25,Home,Product 63,1,631.31,0.15,UPI,Returned
O00270,C0018,2025-01-02,Electronics,Product 10,1,2899.59,0.1,Card,Completed
O00271,C0020,2027-01-01,Home,Product 50,4,1405.54,0.1,Card,Returned
O00272,C0224,2025-02-28,Fashion,Product 109,1,3666.06,0.0,COD,Completed
O00273,C0247,2024-12-06,Electronics,Product 73,1,2722.99,0.1,Card,Returned
O00274,C0332,2024-10-09,Electronics,Product 47,3,2719.67,0.1,UPI,Cancelled
O00275,C0496,2023-06-30,Fashion,Product 85,3,1035.92,0.15,UPI,Returned
O00276,C0098,2024-10-09, electronics ,Product 5,3,1046.15,0.05,Card,Cancelled
O00277,C0274,2024-10-20,Fashion,Product 3,1,281.51,0.0,Card,Returned
O00278,C0342,2023-08-05,fashion ,Product 59,1,4706.44,0.05,COD,Returned
O00279,C0251,2023-02-07,Home,Product 3,2,2408.98,0.0,UPI,Returned
O00280,C0158,2024-10-09,Electronics,Product 59,-2,3095.01,0.0,UPI,Completed
O00281,C0412,2024-09-22, electronics ,Product 55,4,1752.98,0.15,Card,Completed
O00282,C0407,2023-11-26, electronics ,Product 98,5,323.37,0.05,Card,Completed
O00283,C0357,2025-02-14,ELECTRONICS,Product 71,1,908.53,0.05,COD,Completed
O00284,C0193,2025-05-17, electronics ,Product 3,2,4410.17,0.0,UPI,Completed
O00285,C0455,2024-12-24,ELECTRONICS,Product 54,2,3498.17,0.15,COD,Completed
O00286,C0211,2023-10-05, electronics ,Product 23,2,3091.64,0.0,COD,Completed
O00287,C0401,2023-04-01,ELECTRONICS,Product 45,4,2152.05,0.05,UPI,Completed
O00288,C0390,2024-09-25,fashion ,Product 65,5,1174.45,0.05,Card,Completed
O00289,C0496,2023-06-02,Fashion,Product 64,2,963.99,0.0,UPI,Returned
O00290,C0316,2024-03-21,Fashion,Product 6,3,611.66,0.0,COD,Completed
O00291,C0037,2024-05-11, electronics ,Product 93,2,2279.62,0.1,Card,Completed
O00292,C0051,2023-04-23, electronics ,Product 95,3,2121.72,0.05,Card,Completed
O00293,C0224,2024-05-11, electronics ,Product 28,1,4646.65,0.15,UPI,Cancelled
O00294,C0184,2025-01-07,ELECTRONICS,Product 26,3,1745.87,0.0,COD,Returned
O00295,C0235,2023-04-24,Fashion,Product 22,1,3825.66,0.05,Card,Returned
O00296,C0464,2024-10-15, electronics ,Product 74,2,4853.67,0.05,UPI,Cancelled
O00297,C0429,2023-08-10,Fashion,Product 36,5,171.07,0.15,COD,Completed
O00298,C0475,2024-08-16,,Product 20,2,4577.4,0.0,Card,Completed
O00299,C0018,2025-01-21,Fashion,Product 68,1,2032.17,0.0,Card,Cancelled
O00300,C0375,2025-02-10,Fashion,Product 28,2,750.29,0.1,UPI,Returned
O00301,C0361,2024-11-16,Fashion,Product 110,-1,2894.87,0.0,Card,Cancelled
O00302,C0447,2024-02-20,ELECTRONICS,Product 81,2,2375.05,0.0,COD,Completed
O00303,C0152,2023-12-07,Fashion,Product 97,4,1421.97,0.05,COD,Completed
O00304,C0264,2025-01-23,Home,Product 47,5,4451.09,0.0,Card,Cancelled
O00305,C0332,2024-01-10,fashion ,Product 91,4,428.33,0.05,UPI,Cancelled
O00306,C0481,2024-10-26,fashion ,Product 112,2,4799.61,0.05,COD,Completed
O00307,C0217,2023-10-01,ELECTRONICS,Product 7,3,410.51,0.1,Card,Cancelled
O00308,C0273,2023-05-06,Home,Product 106,5,2710.99,0.1,Card,Returned
O00309,C0482,2024-12-10,Electronics,Product 25,3,4470.33,0.15,UPI,Completed
O00310,C0040,2023-10-23,Electronics,Product 22,4,1452.12,0.05,Card,Completed
O00311,C0214,2024-10-04,Home,Product 70,2,4665.44,0.15,Card,Cancelled
O00312,C0033,2023-01-22,Electronics,Product 112,4,4029.75,0.1,Card,Returned
O00313,C0304,2025-03-16,Home,Product 90,3,2697.81,0.15,Card,Cancelled
O00314,C0405,2025-03-19,ELECTRONICS,Product 30,5,2472.79,0.1,UPI,Completed
O00315,C0083,2023-06-20,Home,Product 69,3,1497.71,0.05,COD,Returned
O00316,C0163,2023-04-30,fashion ,Product 17,2,2260.35,0.1,UPI,Completed
